Sample_ID,Cancer_Type,Label,BRCA1,BRCA2,ERBB2,ESR1,PGR,GATA3,FOXA1,EGFR,KRAS,ALK,MET,ROS1,STK11,KEAP1,BRAF,TP53,PIK3CA,MYC,PTEN,CDK1,UHRF1,HMMR,CEP55,ASPM,RAD51AP1,DLGAP5,KIF11,PBK,HMGB2,CDKN2A,SMAD4,RB1,ATM,APC,VHL,RET,CTNNB1,FGFR1,FGFR2,FGFR3,NOTCH1,JAK2,STAT3,MTOR,AKT1,CCND1,CDK4,CDK6,MDM2,BCL2
TCGA-NORM-139,Normal,0,4.6309,6.5257,6.1954,5.7492,3.5359,4.8306,3.3005,6.3097,5.1569,5.8739,3.4457,6.6608,5.1721,4.1663,3.9509,3.6141,4.7119,5.9672,6.1504,4.6844,5.8486,4.4113,4.8672,4.652,5.0911,5.9693,4.179,5.0964,5.277,4.4741,4.8569,4.352,5.0035,6.6114,6.7315,5.7895,4.8146,4.6659,6.2074,4.0901,3.6765,5.6786,3.9511,5.6982,4.0049,5.2078,4.0547,6.0851,5.1927,4.3806
TCGA-NORM-140,Normal,0,5.0886,6.5246,6.036,5.8002,4.0594,4.2091,4.4738,5.6683,5.3202,5.7372,4.3986,5.3338,6.153,4.362,4.7184,4.7531,5.3929,5.7635,5.5562,5.2904,5.4772,4.3214,5.0355,5.1354,4.8643,5.9096,4.4235,4.747,5.884,4.127,6.2585,3.6437,3.8926,6.1022,6.6362,5.9582,4.8099,3.7076,4.9847,5.1135,3.6546,4.85,4.3011,5.5585,5.2917,6.0083,3.9786,4.7246,4.1742,4.0545
TCGA-NORM-141,Normal,0,5.1689,5.9053,5.8177,4.632,4.7023,4.0934,4.1333,5.8638,4.7503,5.0389,4.4808,6.3133,6.3039,4.6132,4.4644,3.6268,4.5477,5.1421,5.8292,4.9498,6.0373,4.5758,4.3226,4.8587,5.1097,5.3048,4.2663,5.0387,6.0258,3.1659,5.8792,3.9536,3.5257,6.6185,6.4537,6.343,5.0305,5.1418,5.7567,4.8979,4.4228,5.649,3.7249,5.7072,4.4303,4.5105,4.7479,4.2954,5.2266,4.7961
TCGA-NORM-142,Normal,0,4.6094,6.8463,4.9532,5.8531,4.6471,3.571,5.3476,5.8769,4.9276,4.9246,3.9463,6.0765,5.8776,4.3331,4.685,4.2291,3.7986,5.0873,3.8849,4.7999,4.9054,4.3804,5.2341,4.3791,5.4809,5.5324,5.2282,4.967,4.9251,4.4114,5.1405,3.9965,3.9281,6.0675,6.7284,4.9081,4.6805,4.4961,5.5924,5.5578,4.235,5.0063,4.3422,6.0452,4.3936,5.6898,4.3921,4.8691,4.9652,5.0156
TCGA-NORM-143,Normal,0,3.3745,6.2696,5.6258,4.5607,4.4826,4.5573,4.3931,4.7123,5.9373,5.2258,4.3542,6.4673,5.4369,4.7644,4.2265,3.4714,5.1948,4.8057,4.5658,4.4593,5.4686,4.2811,4.8893,4.2032,4.6693,5.6752,5.2933,5.0801,5.7917,4.1195,5.119,4.2641,4.0673,6.3592,6.743,5.9403,5.2043,3.7807,5.3187,4.6424,4.41,4.9279,4.4041,5.5816,4.5887,5.7666,3.7564,6.0989,5.0753,3.4954
TCGA-NORM-144,Normal,0,4.8951,6.1066,5.5735,5.7631,4.6796,4.4772,4.3304,5.8586,6.1214,4.8921,4.1081,6.1631,6.1973,4.0874,3.6154,4.4741,4.7959,5.8248,4.3786,5.1603,6.4114,4.1369,4.0618,4.6229,5.0097,5.9811,4.1732,5.8312,4.8018,3.3195,5.8346,3.3516,4.0513,7.4905,6.119,5.2741,4.6443,4.192,5.5776,5.2664,3.8009,5.8488,4.186,6.3276,4.2866,6.0364,4.5701,5.269,4.7829,3.9581
TCGA-NORM-145,Normal,0,5.1337,5.8919,5.2262,5.0276,4.6578,4.0601,4.0748,5.9124,4.4596,4.8958,4.1966,5.8021,6.3069,4.9022,4.7236,5.2224,4.6319,5.4465,4.6873,5.7443,6.2387,4.3122,4.8167,5.4177,4.9371,5.4319,4.8326,5.1666,5.3857,3.7268,4.5636,4.4814,4.5503,5.9859,6.7708,5.4617,4.1955,4.1846,5.4681,5.3148,3.9198,5.705,4.9608,5.9829,5.1317,4.9821,5.1696,5.6154,5.5913,4.3997
TCGA-NORM-146,Normal,0,3.4946,5.8028,5.3287,4.8768,4.3983,4.1547,3.7567,5.4291,5.0005,6.0624,3.7478,5.9021,5.6259,4.6197,4.6053,3.0334,5.1291,5.8008,4.4777,4.2032,5.1435,3.9667,4.7435,3.9301,4.5003,6.42,4.0216,5.6909,5.4632,3.288,5.6225,4.3222,3.9382,6.1978,6.338,6.0969,5.2004,4.3985,4.8863,4.7552,5.5929,5.4154,5.1418,6.6285,4.6781,5.5932,4.6693,4.3621,5.2109,4.9515
TCGA-NORM-147,Normal,0,4.5542,6.277,5.9936,4.9077,4.1402,3.8851,3.7578,5.3262,4.9173,6.1965,3.6333,6.1907,5.6051,4.9976,4.99,4.7923,4.8071,5.0505,4.4139,5.5153,5.0042,4.6055,5.1195,4.5561,5.4705,6.0713,5.2169,4.9201,4.7247,3.8747,5.4306,4.4013,3.9661,5.2284,6.3361,6.666,4.8791,4.489,5.7629,5.147,4.6877,5.2673,3.935,5.6423,4.4573,5.5989,4.5435,5.2856,5.4004,4.7816
TCGA-NORM-148,Normal,0,5.4012,6.1267,5.0219,5.1618,4.3631,3.5171,4.7527,5.9697,5.4941,6.1722,3.7617,6.3921,5.7819,4.3843,4.0525,5.153,4.5004,5.4692,4.1065,5.1717,5.8196,4.3507,4.5406,4.986,6.0333,4.9339,4.7912,4.7211,5.2943,3.9906,5.1439,4.3704,3.6327,6.5507,5.317,6.0214,4.5232,3.688,5.5964,4.2677,4.2864,4.4491,4.2832,5.5845,4.3664,5.5898,4.3381,5.1181,4.5215,4.6906
TCGA-NORM-149,Normal,0,5.6182,7.3481,5.6514,5.6717,3.542,5.0194,4.4771,5.6878,5.8792,5.4432,3.8392,6.3477,5.3529,4.9269,3.9248,3.931,4.26,5.4962,4.6727,4.0341,5.0735,4.2925,4.1113,4.2877,5.9534,5.3401,4.2939,4.9661,5.1137,4.3818,5.7633,4.2375,3.5867,6.661,6.0815,6.5571,3.6596,4.3028,6.3687,4.8094,4.167,5.2224,3.8242,5.8601,4.4173,5.1752,5.2387,5.3516,5.3155,4.7705
TCGA-NORM-150,Normal,0,4.705,5.7432,5.3392,5.3179,3.8666,4.1181,3.8955,6.8616,4.0742,5.4769,4.8218,6.1886,6.1704,4.5121,4.0997,3.3946,4.7618,4.8054,4.5901,4.4162,6.1313,5.3891,4.7405,4.5969,4.4736,5.9382,5.2416,5.02,4.2328,4.4037,5.78,3.6615,4.2225,6.2906,6.0915,5.4226,5.1273,4.0334,4.837,4.0461,4.8359,5.3669,4.1152,5.8024,4.3313,4.9735,4.4916,4.1901,4.8715,4.2668
TCGA-NORM-151,Normal,0,5.0984,6.0736,5.9681,5.9242,4.8194,4.5549,4.1331,5.4642,5.6554,6.3136,4.1992,6.9966,5.1449,3.9478,4.7849,4.5224,5.2605,5.1475,4.5597,4.5446,4.6564,3.799,5.0803,5.1988,5.1667,4.9529,4.278,4.5801,5.8328,3.8395,4.848,4.3886,3.855,6.7552,5.7937,5.1488,3.7013,4.201,5.2524,4.3253,4.8036,5.3896,4.063,6.6145,4.8675,5.0873,4.2181,5.5122,5.3811,4.4831
TCGA-NORM-152,Normal,0,4.4431,6.3651,5.2704,5.2712,4.9944,4.0458,3.4199,5.4319,5.7699,5.6724,3.9873,5.9047,6.0498,4.085,4.5376,4.0744,4.2654,4.8676,4.7813,4.6187,5.452,2.6471,4.2793,4.6298,5.6806,5.2414,4.5125,5.8041,4.7125,4.2795,4.9756,4.1481,3.7817,5.7582,7.3493,6.1585,5.1659,4.4363,4.7825,5.1461,4.7513,4.7054,4.5101,6.3175,5.4027,5.2695,4.1918,4.9814,5.8488,3.5839
TCGA-NORM-153,Normal,0,3.8932,6.1318,5.4112,5.3205,4.7686,4.0945,3.2849,6.8256,4.8737,5.0812,4.542,5.9608,5.8028,4.6844,4.8876,4.2534,5.3533,4.1934,5.2922,4.2629,5.9636,4.3708,4.3399,5.1043,5.4053,6.0162,3.9759,4.9135,5.3015,4.0836,5.674,3.4684,4.2936,5.9571,5.7471,5.4444,4.5736,2.5944,5.1897,4.5742,4.5082,4.7269,3.9789,6.6945,5.0168,5.8636,4.4608,5.3885,5.0975,4.3184
TCGA-NORM-154,Normal,0,5.0083,5.8229,6.2822,5.245,4.6215,4.9982,4.592,5.2716,5.5227,5.9406,4.4466,5.6328,5.5357,4.9147,4.0572,4.2686,5.3785,5.133,4.6232,4.2458,5.4958,3.707,4.5314,4.9559,5.588,6.0278,4.118,5.6616,5.1685,3.5461,5.2592,5.0223,4.2175,6.0932,6.8611,5.1344,4.0916,3.4877,5.673,5.0433,4.9627,5.199,3.8938,6.0013,4.6223,4.7053,5.9054,5.3781,5.2973,4.6835
TCGA-NORM-155,Normal,0,5.1432,6.0283,5.3263,5.5868,4.5168,3.9787,4.7663,6.0376,5.6509,6.1841,4.0551,6.2764,6.1959,4.141,4.4243,4.46,4.2391,6.1974,4.317,4.0566,5.9375,4.6279,4.181,5.0793,5.6639,5.7138,5.6088,4.3555,5.6155,4.6271,5.7377,4.2832,4.0124,6.2874,6.4915,6.0496,5.1382,3.7564,5.4028,4.5453,4.0947,5.5462,4.1242,7.1736,4.6563,5.4844,4.7335,4.8571,5.1767,4.9142
TCGA-NORM-156,Normal,0,4.8753,5.7345,5.1941,5.1145,4.3765,4.8803,3.5246,5.7617,5.3874,4.7326,3.6702,5.8279,5.4732,4.5535,4.3278,4.1536,4.8619,5.9298,5.6879,3.7755,5.6058,4.2268,4.7125,4.6268,5.0563,5.7955,4.1788,4.728,5.1014,4.2076,5.6061,4.7592,3.9207,6.2153,6.5575,6.303,4.6437,4.1155,5.5913,4.451,4.1814,5.4245,4.3645,5.8789,4.6673,5.0865,5.0023,5.1091,5.0786,4.2439
TCGA-NORM-157,Normal,0,4.7957,5.89,5.9066,5.1392,5.0601,5.0025,3.7266,5.937,5.0297,5.4108,4.9464,5.9954,5.9935,4.7107,3.9497,4.0187,4.1266,4.7558,3.6678,4.8858,6.2705,4.3734,4.0054,4.5167,4.7969,5.2695,4.8264,5.4959,4.7834,4.4285,6.0237,5.2313,5.4325,5.6817,7.3953,5.6191,4.4035,4.3621,5.2434,5.1479,3.6744,4.982,4.6542,5.9748,4.633,5.6714,5.2126,4.3993,5.4658,4.286
TCGA-NORM-158,Normal,0,4.899,6.5685,5.073,4.8614,3.4723,4.0961,4.7265,5.8513,4.7194,5.3392,3.3757,5.6275,6.0063,3.9389,4.9007,4.3715,4.7079,5.0292,5.2981,4.9931,5.4969,4.561,4.5473,5.05,4.8513,5.7284,4.3157,4.9256,4.9932,4.3127,5.9264,4.9021,3.5777,6.6677,5.9812,6.0488,4.2624,4.2788,5.6465,4.3003,4.5422,5.6951,3.9971,6.6126,4.484,5.8399,3.6874,6.2326,5.8757,4.2786
TCGA-NORM-159,Normal,0,3.9365,6.2212,4.9606,5.5172,4.5284,3.9196,4.6322,6.2681,5.7616,5.5617,3.4083,6.5738,5.7097,3.8417,5.0084,5.3482,4.6508,6.1261,4.9914,4.4695,5.0624,5.0436,4.2917,5.1369,4.7517,5.5202,4.9029,4.9603,5.1212,4.612,6.0554,4.6653,3.8485,5.8578,6.1604,5.9229,4.2256,4.5402,5.5438,4.1963,3.8505,4.8625,4.0429,6.8507,4.6765,5.0792,4.785,4.9857,5.3489,4.6679
TCGA-NORM-160,Normal,0,5.3681,6.0806,6.3479,5.7257,4.0249,5.3376,4.2749,5.5298,6.0663,6.4928,4.0304,5.9072,5.7538,4.7888,4.9751,4.6602,4.7151,5.8286,4.8095,5.1046,5.2164,4.5008,4.5916,4.7809,4.8335,6.3326,4.1095,4.7982,6.2578,4.5422,4.2633,4.1208,3.3277,5.6597,4.7121,5.7168,4.1563,4.2418,4.774,5.0056,4.0818,5.7653,4.7108,6.3539,4.4223,6.351,3.9869,4.5125,5.1651,5.421
TCGA-NORM-161,Normal,0,4.7329,6.0091,4.9615,5.7427,4.7722,4.6983,3.8446,5.5876,4.7405,5.5955,3.5591,5.604,5.6407,4.247,4.1579,4.6134,4.7049,5.0248,5.0326,4.1945,5.3935,4.3747,3.9663,5.2541,4.6067,5.768,4.9633,5.5479,5.3188,3.9391,5.763,4.6788,3.8648,5.7298,5.1918,5.8478,4.6329,4.7262,5.6669,5.5687,3.9547,5.6016,3.8376,6.3504,3.9129,5.5634,3.7927,5.0239,5.4009,4.1722
TCGA-NORM-162,Normal,0,4.3513,6.4723,5.5638,5.0967,4.3621,5.5297,4.6469,6.4287,5.5184,5.6327,2.967,5.8283,5.6151,3.6234,3.8792,3.5121,4.6521,5.5229,5.4483,4.8274,4.9125,3.4375,3.8521,4.235,4.6034,5.6555,3.9829,5.2839,5.1988,4.1069,5.8497,3.844,4.3315,6.0813,5.9743,6.1768,5.0657,3.789,5.4233,5.0949,4.1456,5.3526,4.2022,6.8252,3.8807,5.4025,4.2769,5.416,4.475,4.5625
TCGA-NORM-163,Normal,0,4.5405,5.7612,4.9595,5.1078,4.8313,4.3319,4.4102,6.6547,5.4411,5.3063,4.2555,5.8889,5.6044,3.7832,4.8168,4.2298,4.7513,4.6883,5.1465,4.2978,5.2823,4.7019,4.9986,4.7961,4.2077,7.0742,5.2249,5.4565,4.9644,4.0511,5.0921,4.9439,4.2612,5.7347,5.9126,6.283,5.3902,4.9026,5.846,4.8547,2.8098,5.2231,4.0748,6.0635,4.5936,4.8607,4.9366,5.4286,5.5098,4.8326
TCGA-NORM-164,Normal,0,5.0958,5.9071,5.5785,5.3581,4.3917,4.7924,4.4174,6.8404,6.3154,5.5936,2.3188,6.6904,5.5882,4.1065,4.2207,4.2025,4.9449,4.4527,4.4653,4.7951,5.6264,4.5956,4.2886,4.3658,4.7754,5.8353,5.1077,4.21,5.204,3.5025,4.5931,4.8103,4.3882,6.2898,6.5389,5.5626,4.4755,5.1985,5.3944,5.2991,4.2714,4.2577,3.1556,5.74,5.0446,5.8123,5.0971,4.7,5.9299,3.9725
TCGA-NORM-165,Normal,0,4.9198,6.0869,5.5321,5.9194,4.0259,3.7359,4.1368,5.7257,6.8423,5.8622,3.8611,5.6586,4.9852,4.0058,4.4517,5.0458,5.1741,5.2576,4.8049,4.7617,5.1127,5.0802,4.5576,4.7671,4.0062,5.6394,4.8157,4.6508,4.9655,4.4589,4.6721,4.8512,3.9036,5.9127,5.6186,5.9486,5.7771,4.5666,5.1164,5.4794,4.126,5.7079,4.4387,4.6761,4.1175,5.8825,4.754,4.6835,4.9176,3.5489
TCGA-NORM-166,Normal,0,4.7842,7.0864,5.9726,6.3027,4.7403,4.8056,5.0161,6.0754,5.2382,6.0225,4.6995,5.9178,5.5067,4.5296,4.7742,4.7626,4.0285,6.0147,4.6618,4.5214,4.9399,5.5211,4.7517,4.4231,5.3921,6.0735,4.3548,5.5096,4.9319,3.8804,4.432,3.7794,4.9565,6.8262,6.154,6.5268,4.5981,4.1053,5.5307,4.9121,4.1716,5.6039,4.1432,6.3211,5.0334,5.6322,4.2491,4.5354,5.2697,4.3296
TCGA-NORM-167,Normal,0,4.8633,6.0843,6.773,4.7184,3.4478,4.4928,3.9584,6.0478,5.5852,6.1356,3.367,5.8833,6.0243,4.8139,5.3871,4.8336,4.6438,4.7538,4.6963,4.374,5.6409,4.4225,4.0471,4.6098,5.3983,5.8856,4.6952,5.3036,6.0352,4.2084,5.1629,3.9631,4.2554,4.9892,6.0415,5.6858,4.0561,3.7972,5.8697,5.0722,4.3143,5.2272,4.1173,6.5598,4.6249,4.8014,5.4193,5.3108,4.9376,3.8426
TCGA-NORM-168,Normal,0,5.0021,6.0388,6.3188,5.1614,3.9664,4.7463,4.5442,5.9815,5.6268,5.5408,4.1505,6.658,6.1128,4.391,5.0086,3.3393,5.5928,4.3868,4.6681,4.6223,5.2802,4.7598,4.1667,4.9233,4.7432,5.8602,4.4101,5.1731,5.0558,3.8727,5.4659,4.7998,3.8739,5.6966,6.4004,5.7638,5.0439,3.8073,4.7046,4.7285,3.9236,5.0539,3.7891,6.334,4.4396,5.5253,4.7567,5.2319,5.1919,4.6365
TCGA-NORM-169,Normal,0,4.4659,6.7213,5.5039,4.7269,4.4279,3.9602,4.4272,6.8999,4.9685,5.7073,3.2553,6.3381,5.4328,4.186,3.9044,4.733,5.1226,5.165,4.5613,5.356,5.0084,3.334,4.849,4.3088,5.4482,5.5559,4.711,5.762,4.7593,3.8475,5.3025,5.0671,3.8468,5.82,6.3396,5.5187,4.7388,3.5167,6.5018,4.3619,4.1237,5.0748,4.9364,5.4043,5.462,5.7983,4.8735,4.7011,5.4598,4.0811
TCGA-NORM-170,Normal,0,5.394,5.6546,5.5595,5.0672,3.8989,4.6768,4.3687,6.4496,4.5215,6.0366,5.1727,5.9306,6.6842,4.3487,3.7824,4.266,5.141,4.7773,4.6801,4.9078,5.3475,4.57,4.7497,5.0218,4.8088,5.8317,4.022,5.7111,5.0179,4.6102,5.2315,4.4661,3.9204,5.6304,5.3392,5.3036,4.5244,4.3102,5.96,4.7677,3.8716,4.4402,4.2917,6.6229,5.1392,5.777,4.9731,5.9081,5.3522,4.6974
TCGA-NORM-171,Normal,0,4.6796,5.4787,5.3027,5.3129,4.3706,5.21,4.1644,6.4361,5.1267,5.4175,3.4472,5.7998,6.0685,4.4705,4.8243,4.4851,4.5107,6.1212,4.908,5.1641,5.1655,4.6262,5.0603,4.8998,3.9438,5.7356,4.993,5.3687,5.5039,3.3272,5.0124,4.5603,4.3278,6.6341,6.0592,5.9611,4.6775,3.7708,4.4902,5.1623,4.3468,4.8112,3.347,6.2839,4.4497,5.7081,5.5246,4.1805,4.8879,4.3125
TCGA-NORM-172,Normal,0,5.4787,5.3552,6.4815,5.3782,4.3,4.2541,3.9315,6.3772,4.8416,5.7132,3.8724,5.7908,6.9951,4.6557,4.676,4.9155,4.0297,5.943,3.8212,4.2948,5.1395,4.5687,4.7411,4.7309,4.998,5.2873,3.7655,5.4582,5.6155,4.8152,4.9811,4.6869,4.0154,6.6233,6.5843,5.8735,4.5174,4.6473,5.7964,4.6603,3.671,4.9595,4.7576,6.5164,4.0688,4.9321,5.2594,4.6331,5.4319,4.1294
TCGA-NORM-173,Normal,0,5.5517,5.7449,6.1249,5.4002,4.4567,3.4565,3.1365,5.8063,5.4336,5.0514,3.5554,6.3865,6.0847,4.4052,4.7511,3.8751,4.5092,5.896,4.981,4.6975,6.3838,3.6772,5.0011,5.5548,4.8572,6.1142,3.9974,4.8223,5.4765,4.4615,5.841,5.0815,4.1128,6.6247,5.9704,6.1844,4.7635,4.4154,5.6959,4.2462,3.7626,5.1355,3.3164,6.3745,4.9615,5.6048,4.1813,5.7652,6.1195,4.4729
TCGA-NORM-174,Normal,0,5.0537,6.1824,5.8491,5.2632,4.3277,4.7508,5.1833,5.2756,5.2757,5.0266,4.7617,5.8693,5.1819,4.7543,5.185,4.7021,4.7615,5.3386,5.587,4.2473,5.2957,4.1032,4.1172,4.6582,5.5018,5.9824,4.7292,5.1972,5.5388,3.7419,5.1973,4.4616,4.268,6.2316,6.0621,5.6086,6.0911,4.6229,5.6912,4.8634,4.0654,5.0305,4.2074,5.1543,3.8631,5.171,4.779,5.0365,5.8679,3.7396
TCGA-NORM-175,Normal,0,4.4859,6.7756,5.6694,5.7152,5.2663,4.031,4.0831,5.783,4.4429,5.4181,4.4418,6.3771,6.11,4.2982,4.1048,4.9747,4.4455,5.2868,5.0238,5.2985,5.7832,3.724,4.1083,5.0665,4.9744,5.5226,4.8963,5.2157,5.3269,4.4531,5.1678,5.081,3.7885,6.3832,6.7696,5.1587,4.5156,4.7289,6.0261,4.8912,3.9379,5.5196,4.6083,5.4764,4.0276,5.5589,4.969,5.0096,5.5084,4.0871
TCGA-NORM-176,Normal,0,3.8724,5.9008,5.6388,5.1929,3.8219,3.5261,3.8964,6.3095,5.8877,6.0922,3.6781,5.6146,6.0549,4.7529,4.5801,3.4972,4.2792,5.1411,5.1695,4.986,5.411,4.4557,4.6809,5.1145,5.1441,5.757,4.3185,5.1679,5.5214,4.2226,5.508,4.9794,4.2624,5.7955,6.522,5.1637,4.1835,4.366,5.7377,4.4081,4.0962,4.8167,3.8567,6.4251,4.8872,5.4489,4.4401,4.5368,5.8418,4.6731
TCGA-NORM-177,Normal,0,4.506,6.4154,5.5788,5.1878,4.5391,4.0095,3.9731,5.9602,5.0977,5.8588,4.8864,5.7944,5.0821,3.5664,4.3323,4.1051,4.7629,5.2141,4.2288,3.824,5.4792,4.3678,4.4511,4.0603,5.2155,6.2997,4.5644,4.75,5.3234,3.4874,5.8127,4.412,3.3474,5.9522,6.3329,5.6286,4.546,3.6639,5.7603,4.6765,3.2981,4.9223,4.5172,5.8264,5.3514,5.6506,4.8382,5.0864,5.172,4.2881
TCGA-NORM-178,Normal,0,4.688,6.3305,5.1893,4.8329,3.8378,5.2637,4.3664,6.0426,4.8466,5.8383,3.9928,6.2302,5.3919,4.5393,4.2093,4.059,4.9997,4.4625,5.2044,4.9487,4.9502,3.9377,4.5424,4.9329,4.9346,5.9225,5.2326,4.9028,4.5315,4.4739,6.0941,4.5519,3.6536,6.0318,5.6211,6.0678,4.0621,4.0798,5.0534,5.0254,4.1036,5.1689,4.0857,5.5565,4.8514,5.4356,4.2409,6.1526,5.4172,4.3377
TCGA-NORM-179,Normal,0,5.4608,6.9204,5.545,5.4734,3.8986,4.277,4.0382,5.9888,5.4722,5.8097,4.1522,5.589,5.4091,4.2213,4.273,4.8763,4.146,4.9936,5.3791,4.5058,5.5533,4.2441,4.7583,4.7032,5.3035,5.0321,4.2758,5.2648,5.5435,4.774,5.1606,5.0409,3.8466,6.6854,6.4923,5.3674,4.8083,4.1918,5.7868,4.8679,4.1302,5.7055,4.0312,6.3724,4.4679,6.2075,4.3805,4.8678,5.8888,4.2065
TCGA-NORM-180,Normal,0,5.5445,6.4929,5.5408,4.5011,4.3345,4.3889,4.653,6.6204,5.0142,5.9183,4.3897,6.6168,6.0558,3.593,4.3301,3.8834,4.5782,5.5955,5.0876,5.1573,5.4999,3.7226,3.5083,4.873,4.9071,5.2878,3.674,4.8007,5.2158,4.4018,5.4215,5.0988,3.6771,6.484,6.1457,6.0911,4.4737,4.6971,5.6382,4.6626,4.2631,4.9816,4.2958,5.4696,4.5561,5.6354,4.7006,5.7503,5.5511,4.4033
TCGA-NORM-181,Normal,0,4.9215,6.2246,5.7919,4.4955,4.2076,3.6752,4.703,5.8782,5.2354,5.9613,4.2353,5.6259,5.7995,4.3163,3.615,4.0929,4.5867,5.1027,4.2833,5.159,5.3001,4.3238,4.823,4.4514,5.2087,5.5622,4.0358,5.3894,5.9746,4.4284,5.7519,4.1409,3.4242,6.7581,7.0489,6.4727,4.519,3.6953,5.0258,4.2107,4.2202,5.8119,4.0119,6.1366,5.1883,5.2757,5.6018,6.0406,5.1438,4.1468
TCGA-NORM-182,Normal,0,5.1377,5.9352,5.0899,5.8936,4.8906,4.4132,3.5595,5.3523,5.3707,5.3328,3.8918,6.5937,6.1613,5.0873,3.9542,4.2491,5.0109,5.3561,5.6399,4.8299,6.1777,4.5499,5.1207,4.6604,5.0098,6.1373,5.1651,5.4595,5.2659,4.722,4.3502,3.7351,4.4498,6.0939,6.3969,5.8075,4.9271,3.8484,5.762,5.4158,4.8177,5.9955,4.1855,6.1238,3.8839,5.2184,4.5989,5.6168,4.9278,4.765
TCGA-NORM-183,Normal,0,4.8233,6.0118,5.7224,5.141,4.1502,3.576,4.0162,5.6896,5.0903,5.7454,4.3417,6.2383,6.2793,4.7261,4.2672,4.1952,4.8101,5.4127,5.5793,5.1767,5.1024,4.261,4.9447,5.2866,5.4259,5.6986,3.875,4.6818,5.426,4.2562,4.8422,4.3952,4.4272,5.5695,6.6216,5.6086,5.2361,3.9748,5.0433,4.7622,4.2257,4.9146,3.9785,6.1508,4.4923,5.4278,3.9166,5.3204,5.1626,5.1313
TCGA-NORM-184,Normal,0,4.4012,5.2778,5.8885,5.473,3.8894,3.6548,4.8196,6.5419,4.2031,5.3516,4.7942,5.9196,5.6106,4.3399,3.8956,3.6363,5.143,4.3251,5.0616,5.0397,4.693,3.891,5.1886,5.0458,4.7256,6.2684,4.9822,5.2524,4.8982,3.9161,5.4655,4.2903,4.5656,5.3991,5.452,5.8599,4.449,3.9327,4.7097,4.9771,4.2447,5.3835,4.1067,5.9408,5.099,4.8669,4.9271,4.3921,4.8255,3.861
TCGA-NORM-185,Normal,0,5.1759,6.0621,5.6043,4.819,4.2084,3.9996,4.3003,5.4596,5.9209,4.8037,3.6824,6.8885,5.6356,3.8755,4.4986,4.1896,4.2932,4.6613,6.196,4.5275,4.4796,4.9791,4.9177,4.4611,4.5835,6.0304,4.3282,4.2646,6.1076,3.9069,6.0096,4.9504,3.6927,6.5525,5.8312,4.9385,4.4791,4.3938,5.2971,4.8302,4.7831,5.1373,3.6962,6.3164,4.6583,4.3228,4.8785,5.3205,5.2118,4.8079
TCGA-NORM-186,Normal,0,4.5214,6.243,4.9053,5.5002,5.2221,3.8955,3.7859,5.5861,5.381,5.0794,4.2348,6.5149,6.0718,3.6714,4.8478,4.8253,5.0429,5.3222,5.0494,5.1053,6.2117,3.878,5.1279,4.7672,4.945,5.0359,4.3111,4.6825,5.0946,3.608,5.1346,4.1924,4.1867,5.3609,5.4739,5.9413,4.3113,4.6984,5.6067,5.2414,4.9033,4.95,3.8171,6.3928,4.7986,5.3733,5.3119,5.0486,5.2175,4.4162
TCGA-NORM-187,Normal,0,4.4034,6.1265,6.2389,5.5173,4.3572,4.2704,4.2767,6.243,5.5966,5.4084,4.1914,6.3498,5.3781,4.5428,3.4274,4.6206,4.9665,5.4909,4.7725,4.7798,5.9869,4.9431,4.6296,4.8687,5.5033,5.052,4.2939,5.7323,5.7422,4.2684,4.659,4.3527,3.8777,6.2365,5.7602,5.3169,3.741,4.7647,5.3254,5.0391,4.2675,4.609,3.5091,5.5481,4.2439,5.6225,4.3277,5.9301,5.665,4.7704
TCGA-NORM-188,Normal,0,4.7701,6.773,5.5123,5.303,4.4197,4.659,4.4144,5.6918,5.0826,5.8457,4.3671,5.9568,5.1171,4.3739,4.6806,5.2159,4.1303,4.9625,4.775,5.2508,5.3304,3.8986,4.8941,4.6239,4.4524,5.3256,5.2196,5.3042,5.3518,3.9897,5.4681,4.5013,4.2746,6.1392,6.5153,5.7889,4.2301,3.9393,4.6148,5.8804,4.6567,4.7159,3.9488,5.7139,5.2635,4.8186,4.7373,5.0953,5.5748,4.3599
TCGA-NORM-189,Normal,0,4.0328,5.9786,5.1729,5.3529,4.9886,3.5604,3.7677,5.6569,5.1507,5.8908,3.9672,6.3209,5.5498,4.5706,4.75,4.074,5.0209,5.178,5.4207,4.5501,5.5176,4.2886,4.5994,4.9225,5.2449,5.1651,5.0844,4.2945,4.9951,4.0598,5.5222,5.0844,3.3069,5.8591,5.1673,5.7927,4.7924,4.9307,5.5596,5.4381,4.5312,4.8935,3.4416,6.1243,3.8979,6.0404,4.6128,5.682,4.9867,4.5277
TCGA-NORM-190,Normal,0,4.9182,6.0713,5.4157,5.4937,3.9265,3.7989,4.6871,6.2328,5.3521,6.3071,3.9248,6.729,5.9104,4.006,5.2316,4.8493,4.6149,5.4817,4.7686,5.0138,4.2701,3.848,5.0834,4.6937,5.0967,5.1213,5.2708,5.6671,5.213,3.9201,5.7999,5.2673,4.5723,7.0649,5.7093,5.4098,4.1351,4.4137,5.5843,4.9,4.6327,5.6439,3.3891,5.7319,4.9384,5.2471,4.3266,5.6025,4.6225,4.271
